0.0108418,0.105216,0.008571,0,0.000397368,0.00218415,0,0,2.12203e-314,1,-1,0,0
0.0237416,0.10521,0.0085887,0,5.32175e-05,0.00187087,0,0,2.12203e-314,1,-1,1.96978e-05,0.000274425
0.0362125,0.105191,0.00859828,0,-0.0005397,0.00144518,0,0,2.12203e-314,1,-1,-0.000788365,0.00035406
0.048733,0.105207,0.00853604,0,0.000159819,-0.0010305,0,0,2.12203e-314,1,-1,0.00234522,-0.000884695
0.0615445,0.105188,0.00850493,0,-0.000469717,-0.00157008,0,0,2.12203e-314,1,-1,0.00323645,-0.000491957
0.0740946,0.105181,0.00849268,0,-0.00052406,-0.00134079,0,0,2.12203e-314,1,-1,0.0016141,-0.000635721
0.0868375,0.105217,0.00856118,0,0.000789897,0.00125094,0,0,2.12203e-314,1,-1,-0.00288692,-0.000121847
0.0997761,0.105205,0.00856146,0,0.000121476,0.000776454,0,0,2.12203e-314,1,-1,-0.00105568,3.50933e-05
0.112072,0.105208,0.00856376,0,0.000173614,0.000549162,0,0,2.12203e-314,1,-1,-0.000856717,0.000431321
0.124795,0.105219,0.00851329,0,0.000418778,-0.00119329,0,0,2.12203e-314,1,-1,-0.000303849,-0.00151851
0.13736,0.105199,0.00851378,0,-0.000347778,-0.000717827,0,0,2.12203e-314,1,-1,0.00155439,-0.000166018
0.150096,0.105198,0.00847346,0,-0.000239548,-0.00166252,0,0,2.12203e-314,1,-1,0.00279806,-0.000579408
0.16281,0.105166,0.00851186,0,-0.0011264,0.000144399,0,0,2.12203e-314,1,-1,0.00100253,0.000443462
0.175594,0.10517,0.00858198,0,-0.000568335,0.0022052,0,0,2.12203e-314,1,-1,-0.00293141,0.00111344
0.188126,0.105191,0.00853567,0,0.000301729,-7.16552e-05,0,0,2.12203e-314,1,-1,-0.000356472,6.14079e-05
0.200667,0.105217,0.00851654,0,0.000987381,-0.000632606,0,0,2.12203e-314,1,-1,0.000108139,-0.000360004
0.213559,0.105202,0.00858809,0,0.000146347,0.00175296,0,0,2.12203e-314,1,-1,-0.00264389,0.000794556
0.226001,0.105167,0.00854489,0,-0.000975666,-0.000263063,0,0,2.12203e-314,1,-1,-0.000353679,-0.000553005
0.238806,0.105213,0.00849397,0,0.000776857,-0.00169599,0,0,2.12203e-314,1,-1,0.0037414,-0.000383795
