0,-0.251316,0.338612,0.113422,-1.25235,-1.68217,
0.0323062,-0.254791,0.338975,0.116349,-1.25186,-1.68246,
0.0602843,-0.260171,0.341,0.120375,-1.25117,-1.68291,
0.100122,-0.256073,0.341887,0.113959,-1.25156,-1.68178,
0.130574,-0.25894,0.344858,0.115776,-1.25133,-1.68215,
0.160319,-0.260734,0.349928,0.115933,-1.25138,-1.68278,
0.190591,-0.274388,0.358115,0.12556,-1.25024,-1.68475,
0.229907,-0.272513,0.359118,0.119699,-1.25062,-1.68373,
0.260428,-0.275785,0.364668,0.12068,-1.25067,-1.68446,
0.290484,-0.278243,0.37435,0.11906,-1.25138,-1.68656,
0.330802,-0.280985,0.376872,0.118485,-1.25113,-1.68544,
0.360337,-0.281859,0.385886,0.118586,-1.252,-1.68737,
0.39219,-0.276827,0.385311,0.108457,-1.25286,-1.6858,
0.430364,-0.273953,0.389876,0.101989,-1.25382,-1.68564,
0.460137,-0.273416,0.391625,0.099161,-1.25423,-1.68552,
0.491126,-0.277567,0.391457,0.0994123,-1.2541,-1.68572,
0.532102,-0.279961,0.399215,0.0962383,-1.25524,-1.68791,
0.559669,-0.274728,0.392402,0.0889494,-1.25568,-1.68536,
0.591407,-0.279627,0.395555,0.0916875,-1.2558,-1.68681,
0.630805,-0.276758,0.39011,0.0849086,-1.25624,-1.68569,
0.660471,-0.277653,0.384691,0.0838464,-1.25619,-1.68518,
0.699955,-0.275876,0.378574,0.0807957,-1.25634,-1.68441,
0.731209,-0.281382,0.382378,0.087056,-1.25613,-1.68619,
0.760623,-0.277092,0.374629,0.0818185,-1.25601,-1.68409,
0.7928,-0.280374,0.37095,0.0854911,-1.25544,-1.68412,
0.831135,-0.287044,0.371917,0.0927066,-1.2548,-1.68546,
0.861935,-0.290219,0.36437,0.0952344,-1.25363,-1.68423,
0.889998,-0.294865,0.357557,0.100355,-1.25253,-1.6835,
0.930594,-0.297149,0.353491,0.102815,-1.25193,-1.6831,
0.960741,-0.302723,0.353439,0.108636,-1.25158,-1.68444,
0.991094,-0.298683,0.348894,0.104449,-1.25203,-1.68368,
1.03025,-0.290663,0.3402,0.0968223,-1.25256,-1.68111,
1.06105,-0.284129,0.334893,0.0903757,-1.25353,-1.68014,
1.09019,-0.287281,0.335818,0.0936466,-1.2537,-1.68151,
1.13002,-0.269947,0.329409,0.0740068,-1.25633,-1.67935,
1.16126,-0.261037,0.3229,0.064607,-1.25757,-1.6775,
1.19066,-0.245323,0.316309,0.0478833,-1.26033,-1.6759,
1.23243,-0.22569,0.31763,0.0280967,-1.26409,-1.67559,
1.25942,-0.216554,0.314256,0.0179764,-1.26592,-1.67536,
1.29101,-0.198157,0.31255,-0.000648676,-1.26958,-1.67477,
1.32978,-0.154841,0.308786,-0.0443319,-1.27697,-1.6725,
1.36158,-0.128776,0.301901,-0.0715857,-1.28145,-1.6699,
1.39199,-0.0958437,0.300517,-0.105064,-1.28777,-1.66883,
1.4308,-0.0567235,0.299965,-0.146412,-1.29522,-1.66787,
1.46063,-0.0246719,0.298717,-0.177986,-1.30113,-1.66825,
1.49057,-0.0107225,0.304336,-0.190912,-1.30431,-1.66957,
1.53041,0.051409,0.30315,-0.2511,-1.31543,-1.66865,
1.56059,0.0911393,0.301775,-0.2913,-1.32212,-1.66973,
1.59109,0.0990991,0.308805,-0.295366,-1.32392,-1.67141,
1.63083,0.165359,0.307677,-0.359064,-1.33475,-1.6724,
1.66152,0.18665,0.309002,-0.377149,-1.3383,-1.67301,
1.69073,0.208156,0.310558,-0.392293,-1.34246,-1.67209,
1.73007,0.255844,0.317616,-0.436925,-1.3489,-1.67732,
1.7608,0.29142,0.322681,-0.463598,-1.35419,-1.67872,
1.79983,0.319643,0.328371,-0.483509,-1.35777,-1.68053,
1.83021,0.337565,0.331269,-0.494877,-1.35987,-1.68178,
1.86081,0.370373,0.339603,-0.516231,-1.36291,-1.68547,
1.89006,0.376607,0.347226,-0.514023,-1.36316,-1.68641,
1.93013,0.404514,0.352017,-0.5295,-1.3655,-1.68804,
1.95965,0.426278,0.355719,-0.538121,-1.36725,-1.68854,
1.99993,0.448685,0.362101,-0.544528,-1.36822,-1.69046,
2.03054,0.456208,0.365091,-0.541804,-1.36819,-1.69044,
2.06029,0.464927,0.367788,-0.530954,-1.36856,-1.68909,
2.09084,0.475261,0.372872,-0.532327,-1.3672,-1.69113,
2.12958,0.485008,0.375819,-0.523844,-1.3661,-1.69131,
2.15962,0.487877,0.377108,-0.512571,-1.36521,-1.69044,
2.193,0.490983,0.379411,-0.495604,-1.36248,-1.69053,
2.23099,0.485185,0.3783,-0.468461,-1.35956,-1.68816,
2.26087,0.481566,0.377463,-0.450442,-1.35725,-1.68688,
2.29095,0.480656,0.374398,-0.426704,-1.35423,-1.68476,
2.33045,0.468122,0.37186,-0.391363,-1.34935,-1.68263,
2.36086,0.465044,0.369368,-0.371529,-1.34687,-1.68122,
2.3999,0.445548,0.366499,-0.330036,-1.34117,-1.67861,
2.43008,0.435933,0.359571,-0.295026,-1.33701,-1.67517,
2.4602,0.430562,0.356717,-0.273066,-1.33395,-1.67356,
