0,2.93585,0.478003,0.0764125,0.539148,0.877493,
0.0298916,2.93088,0.477805,0.0798972,0.538632,0.877691,
0.0698233,2.93132,0.478875,0.079297,0.53877,0.87799,
0.0992781,2.92903,0.480147,0.0802557,0.538579,0.878013,
0.12969,2.92275,0.483571,0.0844113,0.537985,0.8784,
0.170351,2.91769,0.489044,0.0869909,0.537555,0.878421,
0.201133,2.9133,0.492217,0.0901551,0.537149,0.878511,
0.231099,2.90364,0.497389,0.0949528,0.536248,0.878567,
0.26854,2.90375,0.503583,0.0934655,0.536543,0.879048,
0.300214,2.89815,0.508187,0.0963046,0.536019,0.878863,
0.330263,2.8942,0.511654,0.0977131,0.535821,0.878997,
0.370377,2.89267,0.518207,0.0967556,0.536143,0.87937,
0.400321,2.89091,0.520278,0.0962039,0.536181,0.879356,
0.429729,2.89087,0.522471,0.0928052,0.536524,0.879495,
0.469821,2.88489,0.524026,0.0950513,0.536216,0.879277,
0.499597,2.88854,0.522453,0.09027,0.53695,0.879126,
0.530033,2.88453,0.522609,0.0904264,0.536756,0.878857,
0.569595,2.88562,0.522188,0.0870976,0.537252,0.878782,
0.598734,2.89232,0.51983,0.079933,0.538367,0.878513,
0.629174,2.89065,0.518547,0.0804568,0.538327,0.878436,
0.661069,2.88404,0.517273,0.0839739,0.537765,0.878314,
0.699206,2.88479,0.514,0.0819238,0.538126,0.878431,
0.730036,2.87902,0.512168,0.0844893,0.537583,0.878278,
0.770364,2.88141,0.50948,0.0810172,0.537944,0.878367,
0.799572,2.87418,0.505373,0.0846784,0.537308,0.878154,
0.830028,2.87812,0.503132,0.0808626,0.537943,0.878264,
0.869865,2.87342,0.499742,0.082348,0.537562,0.877931,
0.9,2.87419,0.496352,0.0806639,0.537774,0.877757,
0.930162,2.88284,0.492456,0.0730306,0.539021,0.877983,
0.96035,2.88166,0.490082,0.071446,0.538971,0.877485,
0.998844,2.88954,0.483935,0.0659213,0.54005,0.877398,
1.02949,2.89298,0.479995,0.060844,0.540664,0.876979,
1.06962,2.90796,0.475817,0.0475215,0.54269,0.87661,
1.09999,2.91195,0.471875,0.0430541,0.543371,0.876106,
1.13025,2.93,0.468017,0.0260395,0.546015,0.875773,
1.16993,2.94749,0.465279,0.00797829,0.548709,0.875278,
1.19977,2.95961,0.461591,-0.00403727,0.550546,0.874714,
1.23005,2.96796,0.459264,-0.0139513,0.55194,0.873864,
1.26074,2.9909,0.457836,-0.0366468,0.555479,0.873516,
1.29991,3.02145,0.456068,-0.0645406,0.560032,0.873615,
1.3311,3.03983,0.455542,-0.0817244,0.562761,0.873066,
1.37063,3.08099,0.45508,-0.121077,0.568619,0.87251,
1.40159,3.10263,0.455267,-0.140648,0.571711,0.872529,
1.43123,3.12385,0.456195,-0.159731,0.57469,0.872275,
1.46149,-3.12556,0.459415,-0.190033,0.579419,0.872902,
1.50236,-3.09943,0.46106,-0.21424,0.583227,0.872481,
1.53202,-3.0755,0.466255,-0.233132,0.586425,0.873973,
1.56281,-3.04472,0.466244,-0.261938,0.590653,0.873428,
1.60317,-3.01604,0.472844,-0.285576,0.594433,0.875139,
1.63219,-3.002,0.474957,-0.297523,0.596307,0.874943,
1.66274,-2.97111,0.477004,-0.323567,0.600128,0.876195,
1.70307,-2.93836,0.479806,-0.349862,0.604142,0.876245,
1.73315,-2.91523,0.48324,-0.366527,0.606635,0.877374,
1.76392,-2.89735,0.487006,-0.380055,0.608609,0.877938,
1.8038,-2.87067,0.487302,-0.399001,0.6117,0.876672,
1.83445,-2.83919,0.489437,-0.419891,0.61496,0.87731,
1.86477,-2.82544,0.494394,-0.427025,0.616168,0.877723,
