0,-0.0214308,0.901413,-0.0513373,0.0391433,-0.238143,-0.0173902,-0.0477676,-2.25313,0,2.06097,22.648
0.0586164,-0.0210543,0.890374,-0.0506745,0.0146637,-0.216921,0.00473487,-0.0477708,-2.25317,0.0131359,2.08206,22.6789
0.0659058,-0.0208224,0.887975,-0.0507278,0.0162351,-0.20799,0.00124673,-0.0477662,-2.25328,0.0131359,2.08666,22.6959
0.0992575,-0.0197887,0.88021,-0.0506916,0.0232214,-0.206106,0.00591458,-0.0477415,-2.25329,0.0131359,2.10167,23.5609
0.132552,-0.0179726,0.875849,-0.051306,0.0571076,-0.185863,-0.0153967,-0.0478758,-2.2535,0.0131359,2.11027,21.9954
0.165786,-0.0161541,0.868666,-0.0511632,0.0481609,-0.182796,-0.00212257,-0.0479647,-2.2535,0.0131359,2.12434,20.6402
0.199113,-0.016827,0.864658,-0.0506413,-0.00354163,-0.169096,0.0153342,-0.0476773,-2.25368,0.0131359,2.13236,19.7729
0.232337,-0.0209425,0.859079,-0.0482321,-0.0821369,-0.142783,0.0479437,-0.0467988,-2.25357,0.0131359,2.14392,19.5772
0.2656,-0.0200499,0.855444,-0.0483913,0.0203821,-0.105627,-5.97915e-05,-0.0467327,-2.25364,0.0131359,2.15316,19.4235
0.2988,-0.0133883,0.85327,-0.050955,0.178568,-0.0925843,-0.0662467,-0.0476685,-2.25369,0.0131359,2.15981,19.1692
0.33307,0.00273586,0.852684,-0.0571934,0.372118,-0.0341429,-0.135671,-0.0499809,-2.25387,0.0131359,2.16628,18.6498
0.366418,0.0187338,0.855933,-0.0625322,0.393893,0.06332,-0.126739,-0.0518849,-2.25404,0.0131359,2.16634,18.0737
0.399812,0.0289318,0.85986,-0.0658479,0.402682,0.122351,-0.127806,-0.052874,-2.25414,0.0131359,2.16346,17.6985
0.433148,0.0470923,0.868233,-0.0706787,0.482983,0.201067,-0.139711,-0.0545597,-2.25436,0.0131359,2.1551,17.3453
0.466468,0.075056,0.875993,-0.0785788,0.689181,0.210671,-0.192818,-0.0571851,-2.25442,0.0131359,2.14881,17.3355
0.499744,0.0969679,0.882289,-0.0841893,0.803642,0.238387,-0.212431,-0.059278,-2.25469,0.0131359,2.14317,17.9403
0.532984,0.129246,0.89293,-0.0918054,0.831001,0.278172,-0.198602,-0.0620214,-2.25528,0.0131359,2.13297,18.57
0.566304,0.147344,0.899204,-0.0947451,0.75906,0.259771,-0.143844,-0.0632673,-2.2553,0.0131359,2.12804,20.4437
0.599577,0.174443,0.910374,-0.0999887,0.73336,0.287726,-0.140644,-0.0646894,-2.25588,0.0131359,2.11744,23.0853
0.632877,0.20371,0.920671,-0.103567,0.755093,0.267238,-0.095663,-0.065956,-2.25611,0.0131359,2.1087,25.7853
0.666094,0.225052,0.928028,-0.106717,0.815439,0.28314,-0.111028,-0.0669471,-2.25645,0.0131359,2.10216,28.1788
0.699322,0.254056,0.939327,-0.108363,0.762328,0.29549,-0.0534997,-0.0673332,-2.25675,0.0131359,2.09007,31.002
0.732539,0.274505,0.949446,-0.105206,0.574605,0.268477,0.0612368,-0.0663942,-2.25657,0.0131359,2.07821,33.6459
0.765751,0.284816,0.955572,-0.101471,0.46711,0.251968,0.116431,-0.0651428,-2.25614,0.0131359,2.07013,35.3446
0.798979,0.29818,0.96522,-0.094288,0.376169,0.256556,0.174837,-0.062769,-2.25547,0.0131359,2.05367,35.3789
0.832128,0.307008,0.971933,-0.0892134,0.35803,0.256704,0.189529,-0.0609367,-2.25495,0.0131359,2.04001,34.4414
0.866385,0.316266,0.982341,-0.0799647,0.256018,0.271771,0.238406,-0.05772,-2.25389,0.0131359,2.01636,32.1796
